participant,trial,x_orig,y_orig,t,dur,cluster_x,cluster_y,lt_x,lt_y,chosen_method,chosen_x,chosen_y,wb_centres
SS014,15,987.7,594.9,3197,190,987.7,601,968.7887,595.6224,cluster,987.7,601,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,1146.5,607.7,3673,450,1146.5,651,1121.376,611.0202,cluster,1146.5,651,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,1193.6,616.9,4084,397,1193.6,651,1166.84,620.8289,cluster,1193.6,651,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,1205.6,611.4,4338,244,1205.6,651,1178.123,615.7189,cluster,1205.6,651,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,858.5,649.3,4550,168,858.5,701,847.1252,645.9673,cluster,858.5,701,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,801.8,654.7,4963,393,801.8,701,793.0253,650.1411,cluster,801.8,701,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,1250.3,603.4,5336,318,1250.3,601,1220.63,608.7977,cluster,1250.3,601,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,949.9,664.7,5685,298,949.9,701,935.257,662.6219,cluster,949.9,701,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,905.1,650.7,6003,301,905.1,701,891.8118,648.2003,cluster,905.1,701,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,1061.6,646.7,6312,271,1061.6,701,1041.553,647.2581,cluster,1061.6,701,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,1028.1,645.7,6523,194,1028.1,701,1009.429,645.6591,cluster,1028.1,701,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,1175.1,638.7,6859,308,1175.1,701,1149.956,641.6285,cluster,1175.1,701,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,1215.7,645.1,7182,304,1215.7,701,1189.087,648.599,cluster,1215.7,701,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,1300.5,643.9,7458,251,1300.5,701,1270.262,649.027,cluster,1300.5,701,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,833,696.7,7766,253,833,751,824.5165,691.4688,cluster,833,751,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,793.5,707.1,8477,700,793.5,751,787.0821,700.8157,cluster,793.5,751,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,854.5,711.1,8994,497,854.5,751,845.6604,705.8411,cluster,854.5,751,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,926.9,711.2,9392,375,926.9,751,915.0083,707.2972,cluster,926.9,751,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,1139.5,713.2,9771,342,1139.5,751,1118.711,713.2286,cluster,1139.5,751,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,1211.6,703.1,10091,297,1211.6,751,1187.381,704.7847,cluster,1211.6,751,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,830.2,768,10343,198,830.2,801,824.5649,760.5804,cluster,830.2,801,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,807,758.7,10598,246,807,801,801.9881,751.1234,cluster,807,801,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,1084.6,755.5,10994,355,1084.6,801,1067.748,753.2308,cluster,1084.6,801,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,1023.9,756.2,11238,222,1023.9,801,1009.637,752.7703,cluster,1023.9,801,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,1233.5,747.4,11522,254,1233.5,801,1210.053,748.1688,cluster,1233.5,801,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,15,867.4,811.5,11846,278,867.4,851,861.8604,803.4757,cluster,867.4,851,[768 563 831 639;836 563 882 639;887 563 947 639;952 563 984 639;989 563 1041 639;1046 563 1111 639;1116 563 1156 639;1161 563 1205 639;1210 563 1261 639;768 613 815 689;820 613 871 689;876 613 935 689;940 613 979 689;984 613 1052 689;1057 613 1102 689;1107 613 1152 689;1157 613 1217 689;1222 613 1287 689;768 663 813 739;818 663 867 739;872 663 916 739;921 663 973 739;978 663 1028 739;1033 663 1091 739;1096 663 1154 739;1159 663 1199 739;1204 663 1244 739;768 713 836 789;841 713 881 789;886 713 932 789;937 713 997 789;1002 713 1052 789;1057 713 1116 789;1121 713 1174 789;1179 713 1229 789;1234 713 1279 789;768 763 819 839;824 763 875 839;880 763 942 839;947 763 1001 839;1006 763 1051 839;1056 763 1113 839;1118 763 1172 839;1177 763 1228 839;1233 763 1265 839;768 813 822 889;827 813 880 889;885 813 934 889;939 813 988 889;993 813 1032 889;1037 813 1087 889]
SS014,16,1058.7,634.8,0,256,1058.7,633,1037.433,622.1302,cluster,1058.7,633,[768 581 844 617;853 581 958 617;967 581 1052 617;1061 581 1132 617;1141 581 1233 617;1242 581 1336 617;1345 581 1454 617;1463 581 1552 617;1561 581 1667 617;768 615 871 651;880 615 972 651;981 615 1074 651;1083 615 1182 651;1191 615 1306 651;1315 615 1408 651;1417 615 1490 651;1499 615 1578 651;1587 615 1664 651;768 649 863 685;872 649 955 685;964 649 1051 685;1060 649 1142 685;1151 649 1267 685;1276 649 1376 685;1385 649 1462 685;1471 649 1555 685;1564 649 1639 685;768 683 853 719;862 683 939 719;948 683 1046 719;1055 683 1147 719;1156 683 1264 719;1273 683 1349 719;1358 683 1443 719;1452 683 1560 719;1569 683 1670 719;768 717 863 753;872 717 962 753;971 717 1076 753;1085 717 1199 753;1208 717 1293 753;1302 717 1386 753;1395 717 1495 753;1504 717 1598 753;1607 717 1685 753;768 751 851 787;860 751 949 787;958 751 1049 787;1058 751 1185 787;1194 751 1299 787;1308 751 1415 787]
